    0.7642292049E-08    0.2702836296E-07    0.1749791384E-07    0.5295296175E-08    0.2050230057E-07    0.1072636917E-07    0.1000000000E+01    0.3000000000E+01
    0.7895723950E-08    0.2606063337E-07    0.1559147349E-07    0.5702626650E-08    0.1900875550E-07    0.1059059235E-07    0.2000000000E+01    0.3000000000E+01
    0.8863637140E-08    0.2336304465E-07    0.4887965700E-07    0.7467725375E-08    0.1941608597E-07    0.1018326187E-07    0.3000000000E+01    0.3000000000E+01
    0.1039719041E-07    0.1335259823E-07    0.1392113045E-07    0.7467725375E-08    0.1941608597E-07    0.1072636917E-07    0.4000000000E+01    0.3000000000E+01
    0.3584004314E-08    0.2250163127E-07    0.1743107652E-07    0.7196171725E-08    0.1995919327E-07    0.1045481552E-07    0.5000000000E+01    0.3000000000E+01
    0.2773755262E-08    0.1561581611E-07    0.4887965700E-07    0.7739279025E-08    0.1860142502E-07    0.1072636917E-07    0.6000000000E+01    0.3000000000E+01
    0.9626897506E-08    0.1843220743E-07    0.1321993045E-07    0.8282386325E-08    0.1968763962E-07    0.1072636917E-07    0.7000000000E+01    0.3000000000E+01
    0.8613716161E-08    0.2220536296E-07    0.1669706845E-07    0.8961270450E-08    0.1955186280E-07    0.1059059235E-07    0.8000000000E+01    0.3000000000E+01
    0.1411655738E-07    0.1209431532E-07    0.1395653326E-07    0.1018326187E-07    0.1235569108E-07    0.1072636917E-07    0.9000000000E+01    0.3000000000E+01
    0.8618440970E-08    0.1437329370E-07    0.4887965700E-07    0.9911708225E-08    0.1289879838E-07    0.1045481552E-07    0.1000000000E+02    0.3000000000E+01
    0.9863877644E-08    0.4272636498E-08    0.4887965700E-07    0.1004748505E-07    0.1249146790E-07    0.1059059235E-07    0.1100000000E+02    0.3000000000E+01
    0.1407534806E-07    0.1631496236E-07    0.1809861472E-07    0.1126947647E-07    0.1344190567E-07    0.1072636917E-07    0.1200000000E+02    0.3000000000E+01
    0.5488788851E-08    0.5829750076E-08    0.4887965700E-07    0.1126947647E-07    0.1371345932E-07    0.9911708225E-08    0.1300000000E+02    0.3000000000E+01
    0.4281005786E-08    0.1791759400E-07    0.1414836241E-07    0.1412078980E-07    0.1602166535E-07    0.1059059235E-07    0.1400000000E+02    0.3000000000E+01
    0.1702636719E-07    0.9347588225E-08    0.4887965700E-07    0.1561433488E-07    0.1126947647E-07    0.1072636917E-07    0.1500000000E+02    0.3000000000E+01
    0.2526557667E-07    0.4964662943E-08    0.4887965700E-07    0.1615744218E-07    0.1452812027E-07    0.5295296175E-08    0.1600000000E+02    0.1600000000E+02
