    1    0.41512E+01    0.73563E+01    0.10548E+02    0.11464E+02    0.10109E+02    0.88518E+01    0.78741E+01    0.71057E+01    0.65154E+01    0.60712E+01    0.56692E+01    0.53668E+01    0.54036E+01    0.62744E+01    0.81742E+01    0.10485E+02    0.13899E+02    0.17859E+02    0.23216E+02    0.32954E+02    0.53143E+02    0.71876E+02
    2    0.59680E+02    0.45039E+02    0.36633E+02    0.31203E+02    0.26552E+02    0.23610E+02    0.21421E+02    0.19682E+02    0.18343E+02    0.17349E+02    0.16592E+02    0.16119E+02    0.16031E+02    0.16380E+02    0.17041E+02    0.17876E+02    0.19274E+02    0.21291E+02    0.25270E+02    0.33424E+02    0.49952E+02    0.68825E+02
    3    0.77091E+02    0.88013E+02    0.87911E+02    0.82195E+02    0.71494E+02    0.63424E+02    0.57069E+02    0.52020E+02    0.47917E+02    0.44731E+02    0.41824E+02    0.39252E+02    0.37050E+02    0.35233E+02    0.33811E+02    0.32806E+02    0.32184E+02    0.32407E+02    0.34440E+02    0.39696E+02    0.50353E+02    0.68767E+02
    4    0.48278E+02    0.45897E+02    0.47274E+02    0.46681E+02    0.43803E+02    0.41570E+02    0.39221E+02    0.37051E+02    0.35228E+02    0.33857E+02    0.32584E+02    0.31501E+02    0.30600E+02    0.29926E+02    0.29563E+02    0.29367E+02    0.29589E+02    0.30713E+02    0.33408E+02    0.38081E+02    0.46100E+02    0.66344E+02
    5    0.52510E+02    0.61509E+02    0.58055E+02    0.53222E+02    0.49157E+02    0.45605E+02    0.42729E+02    0.40448E+02    0.38584E+02    0.37380E+02    0.36073E+02    0.34886E+02    0.33935E+02    0.33290E+02    0.33013E+02    0.33100E+02    0.33673E+02    0.35093E+02    0.37360E+02    0.40845E+02    0.46584E+02    0.66789E+02
    6    0.46762E+03    0.40880E+03    0.37035E+03    0.34824E+03    0.31330E+03    0.28498E+03    0.26678E+03    0.25594E+03    0.24308E+03    0.22547E+03    0.20826E+03    0.19278E+03    0.17908E+03    0.16715E+03    0.15704E+03    0.14892E+03    0.14088E+03    0.13402E+03    0.12754E+03    0.12228E+03    0.11819E+03    0.12188E+03
    7    0.30162E+03    0.27410E+03    0.25553E+03    0.23326E+03    0.20928E+03    0.18963E+03    0.17599E+03    0.16650E+03    0.15603E+03    0.14545E+03    0.13545E+03    0.12658E+03    0.11872E+03    0.11189E+03    0.10616E+03    0.10145E+03    0.96833E+02    0.92938E+02    0.89315E+02    0.86519E+02    0.84593E+02    0.91962E+02
    8    0.42787E+03    0.42330E+03    0.39303E+03    0.36462E+03    0.32406E+03    0.29480E+03    0.26976E+03    0.24647E+03    0.22704E+03    0.21162E+03    0.19726E+03    0.18429E+03    0.17273E+03    0.16247E+03    0.15368E+03    0.14659E+03    0.13945E+03    0.13322E+03    0.12719E+03    0.12215E+03    0.11785E+03    0.11950E+03
    9    0.31167E+03    0.30447E+03    0.28736E+03    0.27812E+03    0.26984E+03    0.26276E+03    0.25031E+03    0.23638E+03    0.22268E+03    0.21157E+03    0.20042E+03    0.18998E+03    0.17997E+03    0.17052E+03    0.16224E+03    0.15548E+03    0.14860E+03    0.14253E+03    0.13655E+03    0.13149E+03    0.12700E+03    0.12671E+03
   10    0.45814E+03    0.45603E+03    0.44260E+03    0.43426E+03    0.42314E+03    0.40083E+03    0.36790E+03    0.33593E+03    0.30870E+03    0.28733E+03    0.26778E+03    0.25044E+03    0.23502E+03    0.22143E+03    0.20978E+03    0.20034E+03    0.19078E+03    0.18249E+03    0.17439E+03    0.16745E+03    0.16120E+03    0.15758E+03
   11    0.64593E+03    0.66530E+03    0.63512E+03    0.59348E+03    0.53449E+03    0.48548E+03    0.44185E+03    0.40367E+03    0.37098E+03    0.34525E+03    0.32152E+03    0.30035E+03    0.28149E+03    0.26490E+03    0.25068E+03    0.23917E+03    0.22757E+03    0.21748E+03    0.20760E+03    0.19917E+03    0.19152E+03    0.18562E+03
   12    0.55767E+03    0.56061E+03    0.53346E+03    0.49785E+03    0.44955E+03    0.41054E+03    0.37489E+03    0.34451E+03    0.31934E+03    0.29926E+03    0.28049E+03    0.26354E+03    0.24833E+03    0.23485E+03    0.22326E+03    0.21380E+03    0.20421E+03    0.19583E+03    0.18763E+03    0.18057E+03    0.17418E+03    0.16908E+03
   13    0.87386E+03    0.89586E+03    0.81622E+03    0.72234E+03    0.62504E+03    0.55831E+03    0.50330E+03    0.45705E+03    0.41933E+03    0.39012E+03    0.36334E+03    0.33953E+03    0.31841E+03    0.29985E+03    0.28388E+03    0.27095E+03    0.25793E+03    0.24658E+03    0.23551E+03    0.22611E+03    0.21758E+03    0.21001E+03
   14    0.68536E+03    0.67159E+03    0.63524E+03    0.58522E+03    0.52488E+03    0.48031E+03    0.44189E+03    0.40905E+03    0.38100E+03    0.35821E+03    0.33656E+03    0.31675E+03    0.29874E+03    0.28270E+03    0.26879E+03    0.25748E+03    0.24604E+03    0.23599E+03    0.22611E+03    0.21772E+03    0.21006E+03    0.20309E+03
   15    0.62668E+03    0.62351E+03    0.59664E+03    0.55106E+03    0.49655E+03    0.45644E+03    0.42141E+03    0.39075E+03    0.36588E+03    0.34816E+03    0.33227E+03    0.31741E+03    0.30236E+03    0.28815E+03    0.27510E+03    0.26403E+03    0.25263E+03    0.24266E+03    0.23281E+03    0.22436E+03    0.21668E+03    0.20959E+03
   16    0.10932E+04    0.11145E+04    0.10068E+04    0.90804E+03    0.78999E+03    0.69932E+03    0.62516E+03    0.56517E+03    0.51713E+03    0.48124E+03    0.44917E+03    0.42048E+03    0.39497E+03    0.37231E+03    0.35267E+03    0.33666E+03    0.32058E+03    0.30661E+03    0.29296E+03    0.28135E+03    0.27084E+03    0.26113E+03
   17    0.10098E+04    0.97099E+03    0.90104E+03    0.82054E+03    0.72620E+03    0.65411E+03    0.59337E+03    0.54203E+03    0.50011E+03    0.46774E+03    0.43813E+03    0.41125E+03    0.38679E+03    0.36538E+03    0.34702E+03    0.33225E+03    0.31722E+03    0.30396E+03    0.29096E+03    0.27989E+03    0.26986E+03    0.26064E+03
   18    0.94787E+03    0.89916E+03    0.81777E+03    0.74237E+03    0.66070E+03    0.60050E+03    0.54825E+03    0.50273E+03    0.46499E+03    0.43599E+03    0.40981E+03    0.38615E+03    0.36417E+03    0.34454E+03    0.32765E+03    0.31397E+03    0.30011E+03    0.28806E+03    0.27624E+03    0.26613E+03    0.25701E+03    0.24875E+03
   19    0.96006E+03    0.92251E+03    0.85104E+03    0.77386E+03    0.69649E+03    0.63925E+03    0.58563E+03    0.53926E+03    0.50034E+03    0.46941E+03    0.44061E+03    0.41464E+03    0.39141E+03    0.37034E+03    0.35215E+03    0.33737E+03    0.32243E+03    0.30940E+03    0.29664E+03    0.28577E+03    0.27595E+03    0.26712E+03
   20    0.10552E+04    0.97928E+03    0.88584E+03    0.79867E+03    0.70537E+03    0.63591E+03    0.57724E+03    0.52974E+03    0.49196E+03    0.46221E+03    0.43474E+03    0.40964E+03    0.38695E+03    0.36677E+03    0.34959E+03    0.33562E+03    0.32144E+03    0.30899E+03    0.29671E+03    0.28626E+03    0.27683E+03    0.26847E+03
