    0.1135640137E-08    0.1135640137E-08    0.1096214564E-08   -0.3059602678E+00    0.1618972301E+01   -0.5545791388E+00
    0.1135640137E-08    0.1135640137E-08    0.3288643580E-08    0.3700582683E+00    0.7351504564E+00    0.2027904615E-01
    0.1135640137E-08    0.1135640137E-08    0.5481072929E-08   -0.2303892374E+01   -0.2558312416E+00   -0.8926181793E+00
    0.1135640137E-08    0.1135640137E-08    0.7673501834E-08   -0.4763871431E+00    0.1291700006E+01   -0.3062590361E+00
    0.1135640137E-08    0.1135640137E-08    0.9865931183E-08   -0.9604105353E+00   -0.1541093290E+00   -0.4609008431E+00
    0.1135640137E-08    0.3406920523E-08    0.1096214564E-08    0.1984153867E+01    0.5716324225E-01    0.3978051543E+00
    0.1135640137E-08    0.3406920523E-08    0.3288643580E-08    0.8145807385E+00   -0.3701050878E+00    0.8735849261E+00
    0.1135640137E-08    0.3406920523E-08    0.5481072929E-08   -0.1732558012E+01    0.1493938118E+00    0.4130847156E+00
    0.1135640137E-08    0.3406920523E-08    0.7673501834E-08   -0.9466666579E+00   -0.5062910914E+00    0.9322757721E+00
    0.1135640137E-08    0.3406920523E-08    0.9865931183E-08   -0.1159411550E+01    0.1445417404E+01    0.3200163245E+00
    0.1135640137E-08    0.5678201020E-08    0.1096214564E-08    0.1483974457E+00    0.2720199108E+01    0.2718708217E+00
    0.1135640137E-08    0.5678201020E-08    0.3288643580E-08    0.1029414058E+01    0.6031038761E+00    0.5199896693E+00
    0.1135640137E-08    0.5678201020E-08    0.5481072929E-08    0.3990275562E+00    0.2011578560E+01   -0.6268390417E+00
    0.1135640137E-08    0.5678201020E-08    0.7673501834E-08   -0.9904159307E+00    0.4118187726E+00   -0.1971156597E+01
    0.1135640137E-08    0.5678201020E-08    0.9865931183E-08   -0.1658439159E+01    0.2573999763E+00   -0.2173530817E+01
    0.1135640137E-08    0.7949481073E-08    0.1096214564E-08   -0.1842203498E+01   -0.1180262446E+01   -0.1193557143E+01
    0.1135640137E-08    0.7949481073E-08    0.3288643580E-08   -0.1963409901E+01   -0.4612229466E+00   -0.9314903021E+00
    0.1135640137E-08    0.7949481073E-08    0.5481072929E-08    0.1341321945E+01    0.2096243382E+01   -0.8747422099E+00
    0.1135640137E-08    0.7949481073E-08    0.7673501834E-08    0.2323493361E+00   -0.4767061025E-01    0.1440677166E+01
    0.1135640137E-08    0.7949481073E-08    0.9865931183E-08   -0.1117821693E+01    0.4172195435E+01    0.2455459237E+00
    0.1135640137E-08    0.1022076113E-07    0.1096214564E-08   -0.1474844575E+01    0.7443534732E+00    0.2178470850E+01
    0.1135640137E-08    0.1022076113E-07    0.3288643580E-08   -0.4970198125E-01    0.1593658686E+01   -0.6657862663E+00
    0.1135640137E-08    0.1022076113E-07    0.5481072929E-08   -0.3819423541E-01    0.1906816959E+01    0.5786670446E+00
    0.1135640137E-08    0.1022076113E-07    0.7673501834E-08    0.6110315323E+00   -0.3384557664E+00    0.1206857562E+01
    0.1135640137E-08    0.1022076113E-07    0.9865931183E-08   -0.5616245270E+00   -0.5745648872E-02    0.1167756081E+01
    0.1135640137E-08    0.1249204207E-07    0.1096214564E-08    0.1109696865E+01   -0.1859753489E+01   -0.7804598659E-01
    0.1135640137E-08    0.1249204207E-07    0.3288643580E-08    0.1992342919E+00    0.7260548472E+00   -0.3567421198E+01
    0.1135640137E-08    0.1249204207E-07    0.5481072929E-08   -0.1068231702E+01   -0.1117471218E+01   -0.9472880960E+00
    0.1135640137E-08    0.1249204207E-07    0.7673501834E-08    0.5771870017E+00    0.8706435561E+00    0.3812496185E+01
    0.1135640137E-08    0.1249204207E-07    0.9865931183E-08    0.4043766022E+01    0.6074211121E+01    0.1093820381E+02
    0.1135640137E-08    0.1476332212E-07    0.1096214564E-08    0.3452142000E+01    0.4922863007E+01    0.1374233055E+02
    0.1135640137E-08    0.1476332212E-07    0.3288643580E-08    0.3510338306E+01    0.3889193773E+01    0.7488264561E+01
    0.1135640137E-08    0.1476332212E-07    0.5481072929E-08   -0.1036065698E+01   -0.1369619370E+01    0.5534660816E+01
    0.1135640137E-08    0.1476332212E-07    0.7673501834E-08    0.8998457193E+00   -0.8326801062E+00   -0.1448485017E+01
    0.1135640137E-08    0.1476332212E-07    0.9865931183E-08   -0.5091248751E+00    0.1311178446E+01    0.2714627087E+00
    0.1135640137E-08    0.1703460129E-07    0.1096214564E-08   -0.4684101641E+00    0.1053203583E+01    0.1001567483E+01
    0.1135640137E-08    0.1703460129E-07    0.3288643580E-08    0.6947997808E+00   -0.1975864410E+01    0.4490966499E+00
    0.1135640137E-08    0.1703460129E-07    0.5481072929E-08   -0.5387043953E+00   -0.1223689795E+01    0.1598049521E+01
    0.1135640137E-08    0.1703460129E-07    0.7673501834E-08   -0.2569834515E-01   -0.1726120949E+01   -0.5265378579E-01
    0.1135640137E-08    0.1703460129E-07    0.9865931183E-08    0.1342089772E+01   -0.5929287076E+00    0.5722112179E+01
    0.1135640137E-08    0.1930588134E-07    0.1096214564E-08    0.6517918587E+01    0.1834809780E+01    0.2072555351E+02
    0.1135640137E-08    0.1930588134E-07    0.3288643580E-08    0.1288368464E+01   -0.5235643864E+01    0.1796778107E+02
    0.1135640137E-08    0.1930588134E-07    0.5481072929E-08    0.6043110371E+01   -0.8103394508E+01    0.1106807518E+02
    0.1135640137E-08    0.1930588134E-07    0.7673501834E-08    0.4719913006E+01   -0.6666705608E+01    0.1461798954E+02
    0.1135640137E-08    0.1930588134E-07    0.9865931183E-08   -0.1716227531E+01    0.1054338932E+01    0.1322378922E+02
    0.1135640137E-08    0.2157716139E-07    0.1096214564E-08    0.5908076167E+00    0.5201566815E+00    0.6927062273E+00
    0.1135640137E-08    0.2157716139E-07    0.3288643580E-08   -0.7235313654E+00   -0.9992930889E+00    0.7550063729E+00
    0.1135640137E-08    0.2157716139E-07    0.5481072929E-08    0.9212162495E+00    0.1032629386E+00    0.4409004748E+00
    0.1135640137E-08    0.2157716139E-07    0.7673501834E-08   -0.2017408460E+00   -0.1532472253E+01   -0.4401684180E-01
