    0.7215391128E-08    0.1354915923E-07    0.7060394900E-07    0.1317035202E-07    0.1615744218E-07    0.1357768250E-09    0.1000000000E+01    0.1000000000E+01
    0.8169674584E-08    0.1007155111E-07    0.7060394900E-07    0.8961270450E-08    0.1276302155E-07    0.5431073000E-09    0.2000000000E+01    0.3000000000E+01
    0.1661425866E-07    0.1677367573E-07    0.1029330146E-06    0.1249146790E-07    0.1575011170E-07    0.0000000000E+00    0.3000000000E+01    0.3000000000E+01
    0.9996168634E-08    0.1218374829E-07    0.1037766622E-06    0.1303457520E-07    0.1031903870E-07    0.0000000000E+00    0.4000000000E+01    0.3000000000E+01
    0.1007603167E-07    0.1238702247E-07    0.1038584055E-06    0.1330612885E-07    0.1059059235E-07    0.0000000000E+00    0.5000000000E+01    0.3000000000E+01
    0.1731194015E-07    0.1252775553E-07    0.7060394900E-07    0.1262724473E-07    0.1072636917E-07    0.1357768250E-09    0.6000000000E+01    0.6000000000E+01
    0.6246039065E-08    0.8783425239E-08    0.7060394900E-07    0.1289879838E-07    0.1099792282E-07    0.6788841250E-09    0.7000000000E+01    0.6000000000E+01
    0.2077901030E-07    0.1409966627E-07    0.7060394900E-07    0.1344190567E-07    0.1154103013E-07    0.1357768250E-09    0.8000000000E+01    0.6000000000E+01
    0.2012894884E-07    0.1359175155E-07    0.1022175565E-06    0.1398501297E-07    0.1154103013E-07    0.1357768250E-09    0.9000000000E+01    0.6000000000E+01
    0.1289616868E-07    0.1020126317E-07    0.7060394900E-07    0.1208413743E-07    0.1344190567E-07    0.1357768250E-09    0.1000000000E+02    0.9000000000E+01
    0.1050942140E-08    0.1748464803E-07    0.1033065487E-06    0.1194836060E-07    0.1357768250E-07    0.0000000000E+00    0.1100000000E+02    0.9000000000E+01
    0.9348720572E-09    0.1758995887E-07    0.1035315934E-06    0.1235569108E-07    0.1371345932E-07    0.1357768250E-09    0.1200000000E+02    0.9000000000E+01
    0.5948002473E-09    0.1166286706E-07    0.7060394900E-07    0.1330612885E-07    0.1330612885E-07    0.0000000000E+00    0.1300000000E+02    0.9000000000E+01
    0.9544395031E-08    0.2403415783E-07    0.7060394900E-07    0.1357768250E-07    0.1439234345E-07    0.2715536500E-09    0.1400000000E+02    0.9000000000E+01
    0.1967536787E-07    0.1483555121E-07    0.9944541588E-07    0.1194836060E-07    0.1221991425E-07    0.2715536500E-09    0.1500000000E+02    0.1300000000E+02
    0.1455809903E-07    0.1555255719E-07    0.7060394900E-07    0.1208413743E-07    0.1235569108E-07    0.1357768250E-09    0.1600000000E+02    0.1300000000E+02
    0.9714518543E-08    0.2157857183E-07    0.7060394900E-07    0.1208413743E-07    0.1289879838E-07    0.1357768250E-09    0.1700000000E+02    0.1300000000E+02
    0.1961014571E-07    0.1503829396E-07    0.9952627956E-07    0.1289879838E-07    0.1317035202E-07    0.1357768250E-09    0.1800000000E+02    0.1300000000E+02
    0.1045226673E-07    0.3429590172E-08    0.7060394900E-07    0.1357768250E-07    0.1167680695E-07    0.2715536500E-09    0.1900000000E+02    0.1300000000E+02
    0.2486989032E-08    0.1995285616E-07    0.7060394900E-07    0.1357768250E-07    0.1221991425E-07    0.2715536500E-09    0.2000000000E+02    0.1300000000E+02
    0.1304894781E-07    0.6407252900E-08    0.7060394900E-07    0.1425656662E-07    0.1181258378E-07    0.1357768250E-09    0.2100000000E+02    0.1300000000E+02
    0.1720024830E-07    0.7595758447E-08    0.1007042590E-06    0.1452812027E-07    0.1154103013E-07    0.1357768250E-09    0.2200000000E+02    0.1300000000E+02
    0.2566869486E-07    0.1195656529E-07    0.7060394900E-07    0.1412078980E-07    0.1194836060E-07    0.0000000000E+00    0.2300000000E+02    0.1300000000E+02
    0.1970430155E-07    0.5272692789E-08    0.7060394900E-07    0.1507122757E-07    0.1154103013E-07    0.1765098725E-08    0.2400000000E+02    0.1300000000E+02
    0.1874408088E-07    0.1305700610E-07    0.1022879529E-06    0.1507122757E-07    0.1371345932E-07    0.1357768250E-09    0.2500000000E+02    0.1300000000E+02
    0.1536694806E-07    0.2006199127E-07    0.7060394900E-07    0.1602166535E-07    0.1113369965E-07    0.0000000000E+00    0.2600000000E+02    0.1300000000E+02
    0.2487873742E-07    0.1502754100E-07    0.7060394900E-07    0.1357768250E-07    0.1466389710E-07    0.1086214600E-08    0.2700000000E+02    0.1500000000E+02
    0.9501138611E-08    0.1311379138E-07    0.9958049334E-07    0.1357768250E-07    0.1330612885E-07    0.2715536500E-09    0.2800000000E+02    0.1600000000E+02
    0.1224503136E-07    0.9495139832E-08    0.1064190639E-06    0.1384923615E-07    0.1303457520E-07    0.2715536500E-09    0.2900000000E+02    0.1600000000E+02
    0.4580972110E-08    0.1727048774E-07    0.1059717182E-06    0.1357768250E-07    0.1357768250E-07    0.0000000000E+00    0.3000000000E+02    0.1600000000E+02
    0.1481854317E-07    0.8827296190E-08    0.7060394900E-07    0.1398501297E-07    0.1425656662E-07    0.1357768250E-09    0.3100000000E+02    0.1600000000E+02
    0.2260854773E-07    0.9075230731E-08    0.7060394900E-07    0.1398501297E-07    0.1534278122E-07    0.1357768250E-09    0.3200000000E+02    0.1600000000E+02
    0.8868601438E-08    0.1235999831E-07    0.7060394900E-07    0.1384923615E-07    0.1575011170E-07    0.2715536500E-09    0.3300000000E+02    0.1600000000E+02
    0.1550778207E-07    0.2115816090E-07    0.1006052017E-06    0.1439234345E-07    0.1330612885E-07    0.0000000000E+00    0.3400000000E+02    0.1600000000E+02
    0.1344232597E-07    0.1283325021E-07    0.1056700392E-06    0.1412078980E-07    0.1439234345E-07    0.2715536500E-09    0.3500000000E+02    0.1600000000E+02
    0.1256021757E-07    0.1662407551E-07    0.1023634502E-06    0.1466389710E-07    0.1276302155E-07    0.2715536500E-09    0.3600000000E+02    0.1600000000E+02
    0.1268798696E-07    0.1673117967E-07    0.1022151604E-06    0.1479967392E-07    0.1344190567E-07    0.1357768250E-09    0.3700000000E+02    0.1600000000E+02
    0.1930476432E-07    0.3875965547E-08    0.7060394900E-07    0.1466389710E-07    0.1412078980E-07    0.0000000000E+00    0.3800000000E+02    0.1600000000E+02
    0.2669462171E-07    0.2233155770E-07    0.7060394900E-07    0.1642899582E-07    0.1561433488E-07    0.1765098725E-08    0.3900000000E+02    0.1600000000E+02
    0.1790016824E-07    0.1195876448E-07    0.7060394900E-07    0.1289879838E-07    0.1507122757E-07    0.4073304750E-09    0.4000000000E+02    0.1700000000E+02
    0.1401761160E-07    0.1215747576E-07    0.7060394900E-07    0.1371345932E-07    0.1507122757E-07    0.1221991425E-08    0.4100000000E+02    0.1700000000E+02
    0.1443735547E-07    0.1740267325E-07    0.1061357770E-06    0.1425656662E-07    0.1670054948E-07    0.1357768250E-09    0.4200000000E+02    0.1700000000E+02
    0.1870876637E-07    0.1096649882E-07    0.1063343262E-06    0.1479967392E-07    0.1289879838E-07    0.1357768250E-09    0.4300000000E+02    0.1700000000E+02
    0.1761787024E-07    0.1399366232E-07    0.1048622365E-06    0.1561433488E-07    0.1317035202E-07    0.1357768250E-09    0.4400000000E+02    0.1700000000E+02
    0.1420677941E-07    0.5005041342E-08    0.1030573916E-06    0.1086214600E-07    0.8689716800E-08    0.0000000000E+00    0.4500000000E+02    0.1800000000E+02
    0.3138069195E-08    0.8804859651E-08    0.7060394900E-07    0.1384923615E-07    0.1330612885E-07    0.5431073000E-09    0.4600000000E+02    0.1800000000E+02
    0.1607788402E-07    0.1308513208E-07    0.1034458272E-06    0.1425656662E-07    0.1615744218E-07    0.1357768250E-09    0.4700000000E+02    0.1800000000E+02
    0.1609079998E-07    0.1290940372E-07    0.1032206389E-06    0.1439234345E-07    0.1629321900E-07    0.2715536500E-09    0.4800000000E+02    0.1800000000E+02
    0.1543755928E-07    0.2618438477E-07    0.1023818828E-06    0.1004748505E-07    0.1466389710E-07    0.2715536500E-09    0.4900000000E+02    0.1900000000E+02
    0.1318361179E-07    0.7942413628E-09    0.7060394900E-07    0.1221991425E-07    0.1276302155E-07    0.9775931400E-08    0.5000000000E+02    0.2000000000E+02
    0.3462657497E-08    0.3400198387E-08    0.7060394900E-07    0.1561433488E-07    0.2511871262E-07    0.1357768250E-09    0.5100000000E+02    0.2000000000E+02
    0.1333720648E-07    0.2279442151E-07    0.7060394900E-07    0.1561433488E-07    0.2566181992E-07    0.1357768250E-09    0.5200000000E+02    0.2000000000E+02
    0.1452150792E-07    0.5024361768E-08    0.1024715264E-06    0.1561433488E-07    0.2620492722E-07    0.1357768250E-09    0.5300000000E+02    0.2000000000E+02
    0.1234466161E-07    0.1197310677E-07    0.7060394900E-07    0.1547855805E-07    0.2661225770E-07    0.2715536500E-09    0.5400000000E+02    0.2000000000E+02
    0.3669464544E-08    0.2297846506E-07    0.7060394900E-07    0.1575011170E-07    0.2498293580E-07    0.0000000000E+00    0.5500000000E+02    0.2000000000E+02
    0.2098972730E-07    0.2195533422E-07    0.1035993222E-06    0.1656477265E-07    0.2362516755E-07    0.0000000000E+00    0.5600000000E+02    0.2000000000E+02
    0.2708765953E-07    0.1212043738E-07    0.1012514698E-06    0.1629321900E-07    0.2389672120E-07    0.0000000000E+00    0.5700000000E+02    0.2000000000E+02
    0.2114858813E-07    0.2174801395E-07    0.1034955511E-06    0.1629321900E-07    0.2416827485E-07    0.2715536500E-09    0.5800000000E+02    0.2000000000E+02
    0.1939537537E-07    0.2382295076E-07    0.9871765142E-07    0.1751521042E-07    0.2430405167E-07    0.1357768250E-09    0.5900000000E+02    0.2000000000E+02
    0.2586569407E-07    0.5880558832E-08    0.9836084629E-07    0.1425656662E-07    0.1317035202E-07    0.9504377750E-09    0.6000000000E+02    0.2100000000E+02
    0.2110676316E-07    0.8063039610E-08    0.7060394900E-07    0.1615744218E-07    0.1507122757E-07    0.4073304750E-09    0.6100000000E+02    0.2100000000E+02
