    1    0.16462E-01    0.15484E-01    0.15679E-01    0.16427E-01    0.16254E-01    0.16163E-01    0.16349E-01    0.16673E-01    0.17184E-01    0.17965E-01    0.18836E-01    0.19393E-01    0.20009E-01    0.20509E-01    0.20907E-01    0.21062E-01    0.21198E-01    0.21259E-01    0.21370E-01    0.21342E-01    0.21377E-01    0.21317E-01
    2    0.55457E-01    0.39897E-01    0.32363E-01    0.29298E-01    0.27709E-01    0.27095E-01    0.26655E-01    0.26293E-01    0.26007E-01    0.25811E-01    0.25668E-01    0.25513E-01    0.25454E-01    0.25433E-01    0.25344E-01    0.25276E-01    0.25158E-01    0.25043E-01    0.24960E-01    0.24704E-01    0.24364E-01    0.24028E-01
    3    0.77885E-01    0.73001E-01    0.67880E-01    0.64349E-01    0.61283E-01    0.59183E-01    0.57809E-01    0.56475E-01    0.55376E-01    0.54038E-01    0.52493E-01    0.50941E-01    0.49535E-01    0.47921E-01    0.46239E-01    0.44748E-01    0.43262E-01    0.41833E-01    0.40427E-01    0.39153E-01    0.37925E-01    0.36747E-01
    4    0.76965E-01    0.74604E-01    0.69322E-01    0.66367E-01    0.64674E-01    0.63307E-01    0.61988E-01    0.60698E-01    0.59646E-01    0.58839E-01    0.57737E-01    0.56490E-01    0.54949E-01    0.53396E-01    0.51912E-01    0.50635E-01    0.49059E-01    0.47414E-01    0.45669E-01    0.44044E-01    0.42491E-01    0.41081E-01
    5    0.68933E-01    0.61761E-01    0.56724E-01    0.52476E-01    0.49782E-01    0.47795E-01    0.46721E-01    0.45396E-01    0.44435E-01    0.43686E-01    0.43281E-01    0.42814E-01    0.42274E-01    0.41591E-01    0.40965E-01    0.40346E-01    0.39526E-01    0.38669E-01    0.37727E-01    0.36706E-01    0.35697E-01    0.34704E-01
    6    0.89411E-01    0.79788E-01    0.78902E-01    0.77830E-01    0.74777E-01    0.72932E-01    0.72324E-01    0.72313E-01    0.72254E-01    0.71305E-01    0.70268E-01    0.69511E-01    0.68348E-01    0.66710E-01    0.64635E-01    0.62659E-01    0.60385E-01    0.58215E-01    0.55839E-01    0.53628E-01    0.51600E-01    0.49732E-01
    7    0.98155E-01    0.89742E-01    0.85759E-01    0.83670E-01    0.80702E-01    0.77678E-01    0.75615E-01    0.74107E-01    0.73720E-01    0.73550E-01    0.73791E-01    0.73381E-01    0.72013E-01    0.70441E-01    0.69005E-01    0.67537E-01    0.65815E-01    0.64063E-01    0.62217E-01    0.60554E-01    0.58918E-01    0.57408E-01
    8    0.96571E-01    0.98224E-01    0.93063E-01    0.87734E-01    0.82297E-01    0.78605E-01    0.74827E-01    0.71699E-01    0.69215E-01    0.66821E-01    0.64780E-01    0.63178E-01    0.61844E-01    0.61299E-01    0.61307E-01    0.61719E-01    0.61615E-01    0.61111E-01    0.59985E-01    0.58503E-01    0.57081E-01    0.55632E-01
    9    0.12117        0.11660        0.11165        0.10759        0.10118        0.97323E-01    0.94369E-01    0.90900E-01    0.88016E-01    0.85715E-01    0.83339E-01    0.81532E-01    0.80201E-01    0.79403E-01    0.78776E-01    0.78429E-01    0.78069E-01    0.77291E-01    0.76016E-01    0.74460E-01    0.72531E-01    0.70623E-01
   10    0.12348        0.11362        0.10782        0.10406        0.99573E-01    0.95932E-01    0.92080E-01    0.88564E-01    0.86086E-01    0.83866E-01    0.81998E-01    0.80437E-01    0.78860E-01    0.77974E-01    0.77752E-01    0.77826E-01    0.78114E-01    0.78212E-01    0.78073E-01    0.77296E-01    0.76022E-01    0.74457E-01
   11    0.14229        0.13539        0.12786        0.12321        0.11736        0.11220        0.10711        0.10277        0.99391E-01    0.96631E-01    0.93684E-01    0.90569E-01    0.87867E-01    0.85912E-01    0.84852E-01    0.84477E-01    0.84210E-01    0.83409E-01    0.82165E-01    0.80781E-01    0.79125E-01    0.77126E-01
   12    0.13866        0.13138        0.12539        0.12015        0.11417        0.10975        0.10657        0.10393        0.10200        0.10066        0.99276E-01    0.98012E-01    0.96767E-01    0.95963E-01    0.95220E-01    0.94393E-01    0.93408E-01    0.92486E-01    0.91499E-01    0.90172E-01    0.88761E-01    0.87240E-01
   13    0.15566        0.15791        0.14878        0.14233        0.13384        0.12634        0.12026        0.11486        0.11035        0.10739        0.10493        0.10299        0.10140        0.99965E-01    0.99218E-01    0.98513E-01    0.97802E-01    0.97068E-01    0.95756E-01    0.94556E-01    0.92912E-01    0.91003E-01
   14    0.15842        0.14920        0.14240        0.13726        0.13046        0.12454        0.11893        0.11370        0.10943        0.10642        0.10436        0.10299        0.10180        0.10076        0.99671E-01    0.98692E-01    0.97576E-01    0.96474E-01    0.95220E-01    0.94107E-01    0.92749E-01    0.91033E-01
   15    0.15557        0.14560        0.14093        0.13625        0.12979        0.12480        0.12040        0.11639        0.11366        0.11164        0.10999        0.10887        0.10784        0.10673        0.10540        0.10414        0.10273        0.10147        0.10023        0.99116E-01    0.97552E-01    0.95436E-01
   16    0.17149        0.17024        0.16248        0.15343        0.14301        0.13480        0.12786        0.12281        0.11866        0.11613        0.11418        0.11263        0.11079        0.10861        0.10653        0.10492        0.10363        0.10254        0.10128        0.10009        0.98678E-01    0.96978E-01
   17    0.16206        0.15655        0.15038        0.14379        0.13673        0.13182        0.12696        0.12288        0.12003        0.11795        0.11579        0.11366        0.11171        0.11019        0.10921        0.10844        0.10746        0.10651        0.10527        0.10411        0.10280        0.10119    
   18    0.16685        0.15590        0.14884        0.14227        0.13597        0.13185        0.12796        0.12417        0.12073        0.11782        0.11509        0.11259        0.11024        0.10826        0.10650        0.10517        0.10386        0.10285        0.10195        0.10105        0.99878E-01    0.98225E-01
   19    0.15722        0.15546        0.14957        0.14282        0.13490        0.12913        0.12404        0.11990        0.11605        0.11347        0.11115        0.10927        0.10749        0.10604        0.10504        0.10457        0.10411        0.10358        0.10289        0.10208        0.10076        0.98937E-01
   20    0.16155        0.15723        0.15296        0.14739        0.13834        0.13175        0.12707        0.12271        0.11891        0.11635        0.11418        0.11239        0.11071        0.10947        0.10837        0.10773        0.10732        0.10702        0.10687        0.10635        0.10560        0.10442    
   21    0.16505        0.15492        0.15231        0.14751        0.14169        0.13614        0.13143        0.12688        0.12334        0.12129        0.11927        0.11724        0.11586        0.11455        0.11351        0.11247        0.11098        0.10980        0.10860        0.10752        0.10621        0.10446    
   22    0.17799        0.16704        0.15888        0.15013        0.13957        0.13266        0.12830        0.12521        0.12253        0.12038        0.11811        0.11646        0.11456        0.11294        0.11167        0.11073        0.10978        0.10876        0.10779        0.10673        0.10569        0.10436    
