        1      889      299
        2      844      312
        3      831      287
        4      816      257
        5      877      278
        6      789      263
        7      814      267
        8      822      287
        9      800      270
       10      819      286
        1      444      156
        2      445      177
        3      420      161
        4      403      130
        5      442      156
        6      432      119
        7      404      149
        8      425      146
        9      414      145
       10      416      157
        1        0        1
        2        0        1
        3       15        5
        4       15        5
        5       15        5
        6       15        9
        7       15        9
        8       15        9
        9       15       14
       10       15       14
        1        0        1
        2        0        1
        3       15        5
        4       15        5
        5       15        5
        6       15        9
        7       15        9
        8       15        9
        9       15       14
       10       15       14
        1        0        1
        2        0        1
        3       15        5
        4       15        5
        5       15        5
        6       15        9
        7       15        9
        8       15        9
        9       15       14
       10       15       14
        1        0        1
        2        0        1
        3       15        5
        4       15        5
        5       15        5
        6       15        9
        7       15        9
        8       15        9
        9       15       14
       10       15       14
       11       15       14
       12       15       14
       13       15       26
       14       15       26
       15       15       27
       16       18       39
       17       18       44
       18       21       48
       19       21       49
       20       24       59
       21       25       61
       22       25       62
       23       26       68
       24       37       69
       25       37       69
       26       37       72
       27       37       77
       28       37       77
       29       37       80
       30       37       80
       31       39       81
       32       39       82
       33       39       82
       34       39       82
       35       40      121
       36       40      160
       37       40      214
       38       40      242
       39       40      275
       40       40      287
       41       40      290
       42       40      301
       43       40      323
       44       42      339
       45       42      339
       46       47      352
       47       54      353
       48       55      364
       49       55      369
       50       55      370
       51       56      400
       52       59      422
       53       59      425
       54       59      425
       55       59      427
       56       76      449
       57       76      450
       58       80      463
       59       87      472
       60       91      503
       61       94      505
       62       96      514
       63       98      598
       64      100      641
       65      102      655
       66      108      673
       67      110      761
       68      117      792
       69      121      806
       70      132      837
       71      135      848
       72      148      867
       73      156      876
       74      156      877
       75      156      879
       76      159      884
       77      162      891
       78      163      914
       79      163      922
       80      168      926
       81      168      927
       82      170      939
       83      172      970
       84      175      990
       85      175      992
       86      185     1011
       87      185     1011
       88      201     1018
       89      215     1027
       90      231     1054
       91      241     1067
       92      251     1091
       93      251     1103
       94      252     1137
       95      272     1148
       96      283     1153
       97      298     1164
       98      308     1175
       99      312     1178
      100      321     1179
      101      321     1194
      102      321     1196
      103      321     1205
      104      323     1221
      105      325     1235
      106      338     1242
      107      340     1245
      108      340     1245
      109      349     1269
      110      350     1269
      111      353     1275
      112      353     1276
      113      360     1296
      114      368     1310
      115      383     1332
      116      389     1355
      117      396     1366
      118      399     1371
      119      401     1376
      120      401     1376
      121      402     1378
      122      405     1397
      123      405     1397
      124      405     1398
      125      405     1404
      126      405     1404
      127      408     1411
      128      408     1411
      129      408     1411
      130      408     1411
      131      411     1417
      132      411     1417
      133      412     1432
      134      412     1432
      135      413     1445
      136      424     1454
      137      425     1454
      138      425     1454
      139      425     1456
      140      434     1465
      141      434     1469
      142      443     1488
      143      443     1491
      144      447     1503
      145      450     1505
      146      454     1510
      147      458     1510
      148      460     1512
      149      460     1521
      150      460     1521
      151      460     1522
      152      460     1522
      153      466     1523
      154      471     1525
      155      472     1525
      156      472     1525
      157      474     1529
      158      474     1529
      159      475     1533
      160      478     1546
      161      478     1548
      162      480     1553
      163      481     1571
      164      481     1584
      165      482     1614
      166      495     1615
      167      509     1626
      168      511     1643
      169      511     1643
      170      515     1683
      171      526     1748
      172      526     1748
      173      527     1767
      174      530     1771
      175      536     1800
      176      536     1802
      177      540     1808
      178      541     1820
      179      550     1849
      180      561     1871
      181      576     1885
