    0.9999999717E-09    0.3000000000E+02    0.9999999717E-09    0.0000000000E+00    0.1483200938E+06    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1999999943E-08    0.3000000000E+02    0.9999999717E-09    0.2159968750E+04    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.3000000000E+01
    0.2999999804E-08    0.3000000000E+02    0.9999999717E-09    0.3914188965E+04    0.3117350781E+05    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.3400000000E+02
    0.3999999887E-08    0.3000000000E+02    0.9999999717E-09    0.4561079102E+04    0.1183760156E+05    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.8400000000E+02
    0.4999999970E-08    0.3000000000E+02    0.9999999717E-09    0.3423709473E+04    0.3159536719E+05    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.1180000000E+03
    0.5999999608E-08    0.3000000000E+02    0.9999999717E-09    0.2758932373E+04    0.4154978516E+04    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.1490000000E+03
    0.6999999691E-08    0.3000000000E+02    0.9999999717E-09    0.2610130615E+04    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.1750000000E+03
    0.7999999774E-08    0.3000000000E+02    0.9999999717E-09    0.2035659912E+04    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.1980000000E+03
    0.8999999856E-08    0.3000000000E+02    0.9999999717E-09    0.1393696411E+04    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.2290000000E+03
    0.9999999939E-08    0.3000000000E+02    0.9999999717E-09    0.9665493774E+03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.2410000000E+03
    0.1100000002E-07    0.3000000000E+02    0.9999999717E-09    0.6748755493E+03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.2590000000E+03
    0.1199999922E-07    0.3000000000E+02    0.9999999717E-09    0.6114887085E+03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.3180000000E+03
    0.9999999717E-09    0.6000000000E+02    0.9999999717E-09    0.4837376404E+03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.3430000000E+03
    0.1999999943E-08    0.6000000000E+02    0.9999999717E-09    0.6391385742E+04    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.8000000000E+01
    0.2999999804E-08    0.6000000000E+02    0.9999999717E-09    0.4752742188E+04    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.4700000000E+02
