    0.9999999717E-09    0.9999999717E-09    0.0000000000E+00   -0.3009064913E+01    0.2038144073E+03    0.4595699310E+02    0.1226614075E+03
    0.1999999943E-08    0.9999999717E-09    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.2000000000E+01    0.9999999717E-09    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1000000000E+01    0.4000000000E+01    0.0000000000E+00   -0.3603814244E+00    0.3112457395E+00    0.6160777211E+00    0.1622222322E-11
    0.4999999970E-08    0.9999999717E-09    0.0000000000E+00   -0.3366340697E+00   -0.1403104216E+00    0.4904530525E+01    0.1258872086E-10
    0.5999999608E-08    0.9999999717E-09    0.0000000000E+00   -0.2912295461E+00   -0.5346218348E+00    0.6643732548E+01   -0.5460129380E+00
    0.6999999691E-08    0.9999999717E-09    0.0000000000E+00   -0.4773273170E+00   -0.3055111170E+00    0.5689501762E+01   -0.3846256018E+01
    0.7999999774E-08    0.9999999717E-09    0.0000000000E+00    0.1890765190E+01   -0.6296707988E+00    0.6082402229E+01   -0.1392169833E+01
    0.8999999856E-08    0.9999999717E-09    0.0000000000E+00   -0.2246733904E+01   -0.4993540287E+01    0.1273650265E+02   -0.5045991763E-01
    0.9999999939E-08    0.9999999717E-09    0.0000000000E+00   -0.5462014198E+01   -0.2490164995E+01    0.1677432060E+01    0.1703865781E-11
    0.1100000002E-07    0.9999999717E-09    0.0000000000E+00   -0.1783157587E+01    0.1938333511E+01   -0.1161115742E+02    0.9726160849E-12
    0.1199999922E-07    0.9999999717E-09    0.0000000000E+00   -0.2582761526E+01    0.2589432955E+01   -0.2041182518E+02    0.8446781686E-12
    0.1299999930E-07    0.9999999717E-09    0.0000000000E+00   -0.3066524029E+01    0.9610540867E+00   -0.1746017838E+02    0.8276391725E-12
    0.9999999717E-09    0.1999999943E-08    0.0000000000E+00   -0.1816676974E+01   -0.1309014440E+01   -0.1106580830E+02    0.8017767765E-12
    0.2000000000E+01    0.1999999943E-08    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1500000000E+02    0.1999999943E-08    0.0000000000E+00   -0.1425602198E+01   -0.6564984918E+00    0.3215584517E+01    0.2353807080E-10
    0.3999999887E-08    0.1999999943E-08    0.0000000000E+00   -0.1036445498E+01    0.1660862118E+00    0.3782274723E+01    0.2486178971E-10
    0.4999999970E-08    0.1999999943E-08    0.0000000000E+00   -0.1786631495E+00    0.4428374171E+00    0.2831531048E+01    0.2379408129E-10
    0.5999999608E-08    0.1999999943E-08    0.0000000000E+00   -0.3195523918E+00    0.4075154364E+00    0.2779496908E+01    0.2121955736E-10
    0.6999999691E-08    0.1999999943E-08    0.0000000000E+00    0.7337536216E+00    0.1370668530E+01    0.4834566116E+01    0.1574225646E-10
